id	headline
1234	Merkel: Stop Iran
1235	Salt Lake City mall shooter was teenager
1236	Female astronaut sets record
1237	Oil holds at $58
1238	Obama announces presidential bid
1239	Tell your boss: Naps are good for you
1240	Serbia rejects United Nation's Kosovo plan
1241	Amish discuss shootings
1242	Jail me, I ate Ivory Coast chocolate
1243	Can North Korea be trusted?
1244	Tourism lags in Bush's hometown
1245	Astronaut's arrest tests NASA's mettle
1246	Man gets second chance at space ride
1247	Go ahead, take a nap, science says
1248	Weekly Nielsen will 'Lost' find its way back?
1249	Brith Airways baggage charges cause confusion
1250	Indonesian with bird flu dies
1251	St. Louis poised for entertainment upswing
1252	New York City may ban iPods while crossing street
1253	Boy allegedly told to kill by mom gives up
1254	Gray wolves off endangered list
1255	Vista's hyped security will be tested
1256	UK police slammed over terror raid
1257	Mogadishu residents flee blasts
1258	Bomb kills 18 on military bus in Iran
1259	'WarioWare,' Wii make perfect fit
1260	U.S. at odds with cleric's aide
1261	Desperate Iraqi mother relies on militia for help
1262	Full details of the EU report on Iran
1263	Singer on Cowell: Glad he was mean
1264	Jones faces Europe meetings snub
1265	Beckham goal helps Real snatch win
1266	Guinea: Plan offices close as country declares emergency
1267	Japan's economy grows
1268	United Nations peacekeepers raid Haitian slum
1269	Work starts on Arctic seed vault
1270	Social networking goes mobile
1271	Beauticians cut, curl, offer stroke-prevention info
1272	Siesta cuts risk of heart disease death, study finds
1273	Thomas Cook to merge with MyTravel
1274	Nap your way to a successful career
1275	Village buried by 100 inches of snow
1276	Oprah announces new book club pick
1277	The science of love ... and lust
1278	Northeaster cancels flights, shuts schools
1279	Napping may be good for your heart
1280	Ryan O'Neal injured son's girlfriend
1281	Chrysler's Valentine's Day massacre
1282	Madrid bombings trial begins
1283	Fight starts over HPV vaccine
1284	Autos drive European gains
1285	James Brown's partner can get her things
1286	Auto show canceled
1287	UK luxury maker Burberry: 'Made in China'?
1288	On-the-job naps might cut heart risk
1289	No. 1 Florida survives Rupp Arena, streak hits 16
1290	J.K. Rowling marks spot of 'Potter's' end
1291	Gronholm takes a commanding lead
1292	Howard slams Obama on Iraq policy
1293	Manila hints at ransom approval
1294	Champion Murray too good for Kim
1295	G7: Yen skates by, yuan singled out
1296	Gunman 'was Srebrenica survivor'
1297	Cutting through the clutter to get things done
1298	Mother: Lohan is doing 'great' in rehab
1299	Who's going to win at the Grammys?
1300	Libby defense upsets judge, rests
1301	Breakup rings find new homes
1302	Gronholm ahead as Solberg crashes
1303	'Norbit' a waste of Murphy
1304	Rocky start for Bangkok airport
1305	12 dead in Lebanese minibus bombings
1306	Sex torture claims hit Russia army
1307	Mega-marsupials once roamed Australia
1308	Rupert Murdoch's secret TiVo
1309	UPDATE 1-Plane crashes at Moscow airport, no passengers
1310	HPV vaccination stirs heated debate in America
1311	Court TV: Accused killer tells jury a love story
1312	Whistle-blowing Web site exposed
1313	Start late, retire rich
1314	Somali PM vows to bring Islamists to justice
1315	Swingers more common than most think
1316	Anna Nicole Smith fans mourn in cyberspace
1317	Antibiotic Ketek more dangerous than thought
1318	Time to book your cruise
1319	'Blazing Angels' for PS3 fails to soar
1320	North Korea aid demand stall talks
1321	Cartoon Network head steps down
1322	Malaysia aggressively wooing tourists
1323	Anna Nicole Smith's Bahamas home seized
1324	Andromeda involved in galactic collision
1325	Rwanda mulling 3-kid limit for families
1326	Wilkinson sets record in tame win
1327	Army engineers say dam safe
1328	France: Al Qaeda suspects arrested
1329	Utah gunman survived Srebrenica
1330	Creating a whole album in a month?
1331	India to test new nuclear missile
1332	G7 to China: Ease exchange rate grip
1333	Hatton hands back IBF title again
1334	Bernanke: Economy healthy, but...
1335	Mickelson, Sutherland share lead
1336	Napping is good for your heart, study finds
1337	Princess Masako author: No regrets
1338	Students use IM-lingo in essays
1339	Malaysia launches tourism campaign
1340	Study: Africa's Internet gap getting wider
1341	Travel chaos as heavy snow hits UK
1342	Paula Abdul: 'I have never been drunk'
1343	Salmonella outbreak traced to peanut butter
1344	Putin: U.S. force fostering nuke ambitions
1345	Nuke detectors to ring New York, official says
1346	Double bus-bombing kills three in Lebanon
1347	Davydenko out as seeds scattered
1348	Obama: I'm running for president
1349	Paterson boots Scotland to victory
1350	African-Americans are organ donors these days, but what about bone marrow?
1351	Study: On-the-job naps might help heart
1352	Guinea capital largely calm under curfew, marital law
1353	Bosses sleeping on idea of letting workers take naps
1354	Teacher's porn conviction sparks tech debate
1355	Singapore pampers its waterfront promenade
1356	Rwanda mulls three-child limit
1357	Samsung settles price-fixing lawsuit
1358	Radical cleric al-Sadr in Iran, U.S. insists
1359	Reports: Harvard set to name first female president
1360	Iraq unveils new security plans
1361	University offers support to New Orleans school
1362	Storm causes slick, icy roads
1363	South Korea fire kills 10 foreigners
1364	Prehistoric lovers found locked in eternal embrace
1365	Charts: Is your city lean or lethargic?
1366	Peru leader questioned in massacre probe
1367	U.S. commander: Iraq not hopeless
1368	Australian PM stands by Obama attack
1369	Mardi Gras rebound in the offing for New Orleans?
1370	Siestas may cut heart disease risk
1371	Oregon snorkeler mistaken for rodent, shot in face
1372	Petraeus takes command in Iraq
1373	6 dead after Utah Mall shooting rampage
1374	Sharks kill four people in 'dull' year
1375	Record-shattering day on Wall St.
1376	Comedian says government silences critics
1377	Rockers big winners at Brit Awards
1378	Samba school leader killed before Rio carnival
1379	Taiwan's 'Mr. Clean' indicted, steps down
1380	Woman fights to keep drunken driver in jail
1381	Al Qaeda group calls for attacks on U.S. oil
1382	Cousin: Gunman was Srebrenica survivor
1383	Turkmenistan votes for president
1384	Here is some advice to take to heart...
1385	10 don't-miss tax breaks
1386	Police break up Kosovo protests
1387	Messi makes Barcelona squad return
1388	Jump reported in accidental drug-overdose deaths
1389	Catania punished for fan violence
1390	Isinbayeva sets 20th world record
1391	Lawmakers blast FDA drug safety oversight
1392	Regular naps make hearts healthy
1393	Ice stops trolleys cold
1394	U.S. gunman 'was Srebrenica survivor'
1395	Outdated baby food found on shelves
1396	Tow truck drivers accused of stealing cars
1397	Bush: It's time for Congress to back energy plan
1398	UK soldiers cleared of Iraq abuse
1399	FDA revises label warnings on the antibiotic Ketek
1400	Toshiba Portege R400
1401	South Africa mourns Adelaide Tambo
1402	Evacuees can return home after plant blast
1403	Anna Nicole Smith's body lies in legal limbo
1404	Former teacher poses for Playboy
1405	France rejects Rwandan investigators
1406	A nap a day may keep the heart doctor away
1407	Higley, Gonzalez lead in Malaysia
1408	Grammys ready to name winners
1409	Pound will not drop Armstrong case
1410	Reunited Police to start world tour in May
1411	Turkmen acting leader sworn in as new president
1412	Allen and Okur get All-Star call
1413	Svindal claims are golden double
1414	Trolley Square shooting leaves 6 dead, including gunman
1415	Bridge blast stops I-95 traffic
1416	Mother, daughter stabbed near school
1417	Excerpt: Politicians and the press
1418	North Korea gets 'money and respect'
1419	Beyonce in a bikini as SI's swimsuit cover model
1420	Loving with all your ... brain
1421	Shoplifters' choice: Police or T-shirt of shame
1422	Cuban official: Web a 'wild colt'
1423	Slow 'Music and Lyrics'
1424	Mexican navy helps in hunt for U.S. engineer
1425	Smith baby may not be pot of gold
1426	Latest updates on world's top stories
1427	Beating leaves teen in coma
1428	Tiempo Libre has Grammy dreams
1429	GPS sneakers locate with press of a button
1430	Embattled Edwards blogger quits campaign
1431	Britons deported from Somalia held under Terrorism Act
1432	Updates on world's top stories
1433	Breast cancer drug promises hope
1434	Ancient coin shows Cleopatra was no beauty
1435	YouTube yields surprising payback
1436	Up to 22 inches of snow in forecast
1437	Werder make 10-man Ajax pay price
1438	EU condemns 'illegal' CIA flights
1439	Report links humans to global warming
1440	UN nuclear watchdog slashes Iran aid
1441	Survey: Tech a tool in teen dating abuse
1442	The breast cancer breakthrough saving 1000 women a year
1443	Tourist spot resists gravity, but not progress
1444	The NFL's 20 biggest potential free agents
1445	World tourism sets record in 2006
1446	BA to charge $470 for an extra bag
1447	Kuerten returns to winners' circle
1448	World's oldest newspaper now exists only online
1449	Japanese whaler afire in Antarctic
1450	EU document: Iranian bomb unstoppable
1451	U.S. urged to lead on 'green' actions
1452	See if your city is one of the United States' top 10 fittest or fattest
1453	Lee in pre-World Cup injury scare
1454	New cancer drug to save a thousand lives a year
1455	Ex-teacher guilty in nude-pictures scheme
1456	Fire extinguisher part of Tennessee execution kit
1457	Founder returns to Dell helm
1458	Charles Gibson takes over first place
1459	Ex-Border Patrol agent beaten in prison
1460	'Made in China' irks some Burberry shoppers
1461	Stonehenge workers' village found
1462	Who is Prince Frederic von Anhalt?
1463	Latest food-fad -- 'space potatoes'
1464	Ethiopia readies for millennium all its own
1465	Good news for slackers: Naps may cut risk for heart problems
1466	Snowbirds shortening their Florida stays
1467	Win a (concert) date with the Police
1468	Snow begins, heavy accumulations expected
1469	Jet flips in snowstorm, none dead
1470	Frantic 911 call in Ryan O'Neal case
1471	Durant's success trumps the Gators
1472	Scientist snoops in astronauts' journals
1473	YouTube founders split $650M payout
1474	African nation hopes Whoopi can help
1475	United hang on to six-point lead
1476	Lawyer seizes Smith's Bahamas home
1477	Was Prince's super show too revealing?
1478	Clijsters looks for a long goodbye
1479	Snow's too deep even for snowmobiles
1480	Study: Female seals picky about mates
1481	ROUNDUP: Protests erupt despite "state of siege" In Guinea
1482	Study: More kids exposed to online porn
1483	Beyonce new SI bikini cover girl
1484	Marijuana helps ease HIV nerve pain, study says
1485	Serena misses Bangalore tournament
1486	Dryer blamed for fire killing 39 cats, dogs
1487	Roddick, Murray score in San Jose
1488	Apple trademark dispute settled
1489	U.S. online love brokers eye China
1490	U.S. diverts troops to fight Taliban
1491	'House of Cards' actor Ian Richardson dead
1492	Taliban leader killed in airstrike
1493	Escape to Prague without the summer hordes
1494	Kathmandu: First snow in 63 years
1495	Nasdaq fails in bid for LSE
1496	Ex-pastor gets death sentence
1497	Baby born on turnpike after dad misses exit
1498	Study links chimps and 'hammers'
1499	UN-Google Earth map climate change
